test_code,model,baseline_label,baseline_index,variable,hr,ci_lower,ci_upper,n
MG,bayesian,4,4,mu,1.2312450345792871,1.0522463721608464,1.440693335024794,903
MG,bayesian,4,4,cv,1.106419795202546,0.9363843343366508,1.3073315286540554,903
MONOC,bayesian,4,4,mu,1.2745909665442994,1.1893968184721009,1.3658874034010529,11287
MONOC,bayesian,4,4,cv,1.137934177371008,1.068243027293524,1.2121719112080211,11287
,bayesian,4,4,mu,0.9552910872312596,0.911850295636615,1.0008014097383793,26786
,bayesian,4,4,cv,1.2781559946708496,1.2159319595831644,1.3435642791008424,26786
NONHDL,bayesian,4,4,mu,0.6743282003566619,0.6263023996674247,0.726036690962251,13593
NONHDL,bayesian,4,4,cv,1.2115491815990431,1.1421522996366529,1.2851626003819911,13593
P,bayesian,4,4,mu,1.1228965809058775,0.9785294297782148,1.2885629118951427,1704
P,bayesian,4,4,cv,1.0257177733848466,0.8937598863850034,1.177158391940134,1704
PLT,bayesian,4,4,mu,0.98553749858686,0.9307283919696924,1.0435742258440457,18483
PLT,bayesian,4,4,cv,1.5236827815045813,1.4541287587846576,1.5965637187410482,18483
PROINR,bayesian,4,4,mu,1.2669537257908583,1.0994295609896736,1.4600041696626842,1036
PROINR,bayesian,4,4,cv,1.1282020564298074,0.9616074981131768,1.323658439259215,1036
PROPAT,bayesian,4,4,mu,1.2456834308992175,1.0755409725835554,1.44274114103663,1001
PROPAT,bayesian,4,4,cv,1.134422714758431,0.9759774393594972,1.318590823784256,1001
RBC,bayesian,4,4,mu,0.8439816850544554,0.780224891317904,0.9129484237604616,17215
RBC,bayesian,4,4,cv,1.6940671073304037,1.5849636245864347,1.810680901202156,17215
RDWCV,bayesian,4,4,mu,1.5747959813981838,1.4798927161851467,1.6757852484204012,17586
RDWCV,bayesian,4,4,cv,1.4500791735738925,1.3713645058542645,1.5333119682304226,17586
TNEUT,bayesian,4,4,mu,1.385171497847818,1.3026502680891097,1.4729203420535557,11503
TNEUT,bayesian,4,4,cv,1.0161186312852677,0.9507363500820284,1.0859972617602798,11503
TP,bayesian,4,4,mu,0.9818024232154252,0.9309133151387112,1.0354734243843633,20618
TP,bayesian,4,4,cv,1.320926145832761,1.253213681652587,1.3922971862577342,20618
TRIG,bayesian,4,4,mu,1.0720323927458966,0.9926595119413169,1.1577519152049718,11116
TRIG,bayesian,4,4,cv,0.9688449762101552,0.8938789125756177,1.0500981449746971,11116
TSH,bayesian,4,4,mu,1.1045920881771851,1.0196035574936082,1.1966647941705355,7387
TSH,bayesian,4,4,cv,1.0978924148962903,1.0107584079157197,1.1925379450193168,7387
VITDT,bayesian,4,4,mu,1.108646679980366,0.976559572610278,1.2585995729335726,3076
VITDT,bayesian,4,4,cv,0.9755262043934736,0.8576952301164184,1.1095449083110391,3076
WBC,bayesian,4,4,mu,1.1958689930569557,1.1351886938670093,1.2597928928303768,17933
WBC,bayesian,4,4,cv,1.0873029897132598,1.031187176021349,1.1464725502122783,17933
A1C,bayesian,5,5,mu,1.242844633703513,0.8670859645391664,1.7814413411092032,451
A1C,bayesian,5,5,cv,1.323642392914088,0.9895474772041872,1.7705357496028584,451
ALB,bayesian,5,5,mu,0.5855749745195197,0.5494981246511375,0.6240204204540888,15129
ALB,bayesian,5,5,cv,1.3144665015734949,1.243707152146717,1.3892516262984678,15129
ALK,bayesian,5,5,mu,1.3870512534122548,1.3267293952087758,1.450115740662969,14929
ALK,bayesian,5,5,cv,1.3912415288022275,1.3296407706565718,1.4556961806369624,14929
ALT,bayesian,5,5,mu,0.8525337283482847,0.7933896516658738,0.9160867632257894,14069
ALT,bayesian,5,5,cv,1.350512731235216,1.2854493815815728,1.4188692789943678,14069
AST,bayesian,5,5,mu,0.9161561449344008,0.8588576135621505,0.9772773375319498,13465
AST,bayesian,5,5,cv,1.3910884816127884,1.3091262639113403,1.478182217423474,13465
BIL,bayesian,5,5,mu,0.8802994253685111,0.825674607885219,0.9385381007282438,14379
BIL,bayesian,5,5,cv,1.146940563260676,1.0825478989213428,1.2151634647884508,14379
BILD,bayesian,5,5,mu,1.419469468204689,1.2122147318637788,1.6621589543524249,1056
BILD,bayesian,5,5,cv,1.1002853441851657,0.9177844849567758,1.3190763828238876,1056
BUN,bayesian,5,5,mu,1.3105463303542175,1.2214106563198437,1.4061869160204434,17741
BUN,bayesian,5,5,cv,1.1761384275107576,1.103436661332919,1.253630270899727,17741
CA,bayesian,5,5,mu,0.8946005299106304,0.8483273301150038,0.9433977660579276,20698
CA,bayesian,5,5,cv,1.285042780602106,1.214368663123709,1.359830007248276,20698
CHOL,bayesian,5,5,mu,0.722531042325176,0.6669510794616891,0.7827427276148411,8521
CHOL,bayesian,5,5,cv,1.1211052965936432,1.041427231447591,1.206879413267553,8521
CL,bayesian,5,5,mu,0.8928344549806148,0.8491682227627295,0.9387461078171646,20979
CL,bayesian,5,5,cv,1.4121863125659564,1.3334960767295616,1.4955200965342468,20979
CO2,bayesian,5,5,mu,0.8647458614226331,0.822666075379946,0.9089780498146948,21534
CO2,bayesian,5,5,cv,1.299284769158538,1.2323575282538408,1.369846714661877,21534
CRE,bayesian,5,5,mu,1.0866440433688391,1.005872025302441,1.1739020941893112,18497
CRE,bayesian,5,5,cv,1.4213414989533544,1.3464390313391397,1.5004107944180056,18497
FER,bayesian,5,5,mu,1.0872558208451737,0.8902110742071175,1.327915653054073,853
FER,bayesian,5,5,cv,1.257519188970066,1.043193908989812,1.5158778219470763,853
GLU,bayesian,5,5,mu,1.1306449805865324,1.0670117403792772,1.1980731080532616,18027
GLU,bayesian,5,5,cv,1.2798934984698993,1.2111341564947942,1.3525564931357457,18027
HB,bayesian,5,5,mu,0.78681833117601,0.7172492718646276,0.8631351896184928,12776
HB,bayesian,5,5,cv,1.606550302334328,1.509403283570986,1.7099498205836108,12776
HCT,bayesian,5,5,mu,0.8503712515863385,0.7834062346018134,0.9230603913843832,12606
HCT,bayesian,5,5,cv,1.4949772285267755,1.4045457382208186,1.5912311382929312,12606
HDL,bayesian,5,5,mu,0.9637719436858916,0.8584830134131524,1.081974069286635,6797
HDL,bayesian,5,5,cv,1.3641020410520004,1.243852120976517,1.495977172062372,6797
HSCRP,bayesian,5,5,mu,1.55107275151076,1.286692423249016,1.869776052931304,1586
HSCRP,bayesian,5,5,cv,1.4380625834159455,1.157609235515249,1.7864612084754756,1586
IGAP,bayesian,5,5,mu,1.2009739614745876,1.1440852109893722,1.2606914609906297,21821
IGAP,bayesian,5,5,cv,0.94027710670914,0.8946496540711334,0.9882315757660992,21821
K,bayesian,5,5,mu,1.200129928791115,1.142207489023915,1.260989671159484,21181
K,bayesian,5,5,cv,1.1964429483115993,1.135519087811371,1.2606355489132426,21181
LD,bayesian,5,5,mu,1.4976171951672992,1.1198245513789622,2.0028648778050933,521
LD,bayesian,5,5,cv,1.42149633773985,1.1238940337497991,1.797902451235578,521
LYMPH,bayesian,5,5,mu,1.0006889846980835,0.919431345108723,1.0891280239936436,7597
LYMPH,bayesian,5,5,cv,1.4132245435220037,1.3160185524395485,1.5176105281423966,7597
MCH,bayesian,5,5,mu,0.9535953150839976,0.8966604892164887,1.01414530458986,12963
MCH,bayesian,5,5,cv,1.4498461391897266,1.379730364167979,1.5235250900569697,12963
MCHC,bayesian,5,5,mu,0.7564925883873717,0.7046600371454562,0.8121377772511524,13072
MCHC,bayesian,5,5,cv,1.3784323620368115,1.2999969178607422,1.4616002165890691,13072
MCV,bayesian,5,5,mu,1.1108836126548556,1.0413860797184529,1.185019105689162,13037
MCV,bayesian,5,5,cv,1.4461509921826976,1.374952966249368,1.5210358052434667,13037
MG,bayesian,5,5,mu,1.283450638406112,1.0717876949503906,1.536914025964164,654
MG,bayesian,5,5,cv,0.9929913287005894,0.8203274858382699,1.201997733706269,654
MONOC,bayesian,5,5,mu,1.3092182662857454,1.2025857043148247,1.4253058743558218,7830
MONOC,bayesian,5,5,cv,1.14914477675463,1.0631782413294604,1.2420623998955955,7830
,bayesian,5,5,mu,0.9425616311813132,0.8944571734960437,0.9932531762283502,20668
,bayesian,5,5,cv,1.3071647106530533,1.2363652179644111,1.3820184812299243,20668
NONHDL,bayesian,5,5,mu,0.6975859450960804,0.6421155009517489,0.7578483155667639,9912
NONHDL,bayesian,5,5,cv,1.1436651018766146,1.0669728076916556,1.2258699151669823,9912
P,bayesian,5,5,mu,1.026223236580577,0.8758114214605082,1.2024667702342844,1277
P,bayesian,5,5,cv,1.0632625903547543,0.9060841364228502,1.2477067974185445,1277
PLT,bayesian,5,5,mu,0.9924836127796356,0.9294711963817068,1.059767882502081,13134
PLT,bayesian,5,5,cv,1.440857702614115,1.3659055817430814,1.5199227142282237,13134
PROINR,bayesian,5,5,mu,1.278653168181619,1.0734526897807883,1.5230796290004804,692
PROINR,bayesian,5,5,cv,1.1513260575659403,0.9445810137468044,1.403322395368034,692
PROPAT,bayesian,5,5,mu,1.3207834719501472,1.1068783314468464,1.5760259553517666,674
PROPAT,bayesian,5,5,cv,1.1275413542081587,0.939740154809254,1.3528734501162434,674
RBC,bayesian,5,5,mu,0.8122847678729156,0.7411419746625064,0.8902566130042928,12181
RBC,bayesian,5,5,cv,1.7049580666408657,1.581051162877936,1.8385755485056257,12181
RDWCV,bayesian,5,5,mu,1.5761650967239853,1.467303507644634,1.693103300842515,12496
RDWCV,bayesian,5,5,cv,1.4526084312776664,1.3647021228285503,1.5461771615372903,12496
TNEUT,bayesian,5,5,mu,1.4223169690093622,1.3207540949685137,1.5316897884614975,8003
TNEUT,bayesian,5,5,cv,0.9888091615578508,0.911852753627671,1.0722603557328,8003
TP,bayesian,5,5,mu,0.9482964792537242,0.891611143215565,1.0085856591269553,14581
TP,bayesian,5,5,cv,1.3504940881605338,1.2708624169967606,1.4351154442559937,14581
TRIG,bayesian,5,5,mu,1.0418712320239611,0.9558874712269764,1.1355893834718698,7996
TRIG,bayesian,5,5,cv,1.0081871033285636,0.9216290640371104,1.1028745457154026,7996
TSH,bayesian,5,5,mu,1.1329101477939771,1.032771427945206,1.2427584344855316,4810
TSH,bayesian,5,5,cv,1.0864928472328677,0.9862957383569284,1.1968689118080598,4810
VITDT,bayesian,5,5,mu,1.051806038031339,0.8967379176071895,1.2336892640730162,1848
VITDT,bayesian,5,5,cv,1.0511982080071796,0.8986424848864754,1.2296521598988293,1848
WBC,bayesian,5,5,mu,1.228370140572574,1.157048547084419,1.3040880661856926,12784
WBC,bayesian,5,5,cv,1.0317042886715675,0.9702129729449516,1.0970928743948043,12784
